 Time1  Time2       u_stat         p-val Reject
     0      1 1.105511e+10  2.859824e-09   True
     0      2 1.309754e+10  2.946855e-11   True
     0      3 9.904949e+09 5.785675e-117   True
     0      4 7.764662e+09 1.929127e-235   True
     0      5 6.361855e+09  0.000000e+00   True
     0      6 5.262143e+09  0.000000e+00   True
     0      7 4.446685e+09  0.000000e+00   True
     0      8 3.784307e+09  0.000000e+00   True
     0      9 3.281168e+09  0.000000e+00   True
     0     10 2.819622e+09  0.000000e+00   True
     0     11 2.461825e+09  0.000000e+00   True
     0     12 2.126019e+09  0.000000e+00   True
     0     13 1.845838e+09  0.000000e+00   True
     0     14 1.604313e+09  0.000000e+00   True
     0     15 1.429601e+09  0.000000e+00   True
     0     16 1.254133e+09  0.000000e+00   True
     0     17 1.121474e+09  0.000000e+00   True
     0     18 9.913777e+08  0.000000e+00   True
     0     19 8.740838e+08  0.000000e+00   True
     0     20 7.915896e+08  0.000000e+00   True
     0     21 6.963552e+08 1.104684e-295   True
     0     22 6.458141e+08  0.000000e+00   True
     0     23 5.724263e+08 1.730368e-268   True
     0     24 5.039579e+08 8.589505e-225   True
     0     25 4.631680e+08 1.375232e-228   True
     0     26 4.117181e+08 1.407779e-198   True
     0     27 3.810071e+08 5.498475e-220   True
     0     28 3.318666e+08 1.766019e-165   True
     0     29 2.956502e+08 1.816431e-170   True
     0     30 2.789851e+08 2.567636e-149   True
     0     31 2.465483e+08 5.628847e-128   True
     0     32 2.284752e+08 2.423072e-143   True
     0     33 2.109049e+08 5.836061e-136   True
     0     34 1.891671e+08 4.028982e-121   True
     0     35 1.691526e+08 6.401727e-113   True
     0     36 1.588273e+08 3.875334e-104   True
     0     37 1.455867e+08  3.123018e-90   True
     0     38 1.304702e+08  1.900100e-83   True
     0     39 1.244967e+08  6.189991e-78   True
     0     40 1.117780e+08  4.330092e-81   True
     0     41 9.782617e+07  2.874055e-61   True
     0     42 9.415312e+07  4.374755e-62   True
     0     43 8.525787e+07  9.282456e-58   True
     0     44 7.727399e+07  4.196916e-61   True
     0     45 6.727950e+07  1.103846e-40   True
     0     46 6.873657e+07  1.559268e-55   True
     0     47 6.387131e+07  1.082527e-48   True
     0     48 5.306760e+07  7.688452e-34   True
     0     49 5.320409e+07  4.834099e-35   True
     0     50 4.819020e+07  1.268156e-39   True
     0     51 4.529830e+07  1.404434e-37   True
     0     52 4.173810e+07  5.383949e-26   True
     0     53 3.674833e+07  7.013846e-32   True
     0     54 3.426105e+07  3.186296e-28   True
     0     55 3.142137e+07  1.425386e-21   True
     0     56 2.848604e+07  2.174336e-27   True
     0     57 2.576862e+07  1.263403e-14   True
     0     58 2.779757e+07  1.121705e-24   True
     0     59 2.251377e+07  9.848240e-15   True
     0     60 2.252844e+07  8.005011e-19   True
     0     61 1.840642e+07  8.416307e-09   True
     0     62 2.004934e+07  1.043839e-15   True
     0     63 1.811121e+07  6.030013e-15   True
     0     64 1.730549e+07  2.333672e-13   True
     0     65 1.583551e+07  1.447390e-11   True
     0     66 1.473897e+07  4.085452e-09   True
     0     67 1.465226e+07  9.318147e-14   True
     0     68 1.388731e+07  1.512868e-09   True
     0     69 1.253319e+07  7.249099e-09   True
     0     70 1.333396e+07  6.382768e-15   True
     0     71 1.051739e+07  3.383682e-07   True
     0     72 1.067607e+07  9.046298e-08   True
     0     73 8.387831e+06  1.359764e-05   True
     0     74 1.008385e+07  8.513332e-14   True
     0     75 8.757803e+06  8.924523e-11   True
     0     76 7.840838e+06  3.294758e-07   True
     0     77 6.835909e+06  1.516397e-05   True
     0     78 5.609583e+06  8.591609e-04   True
     0     79 7.113490e+06  1.546615e-06   True
     0     80 5.875708e+06  1.329849e-04   True
     0     81 5.605554e+06  6.839528e-03   True
     0     82 5.814914e+06  5.440634e-05   True
     0     83 4.668456e+06  4.946839e-04   True
     0     84 5.480328e+06  3.531332e-07   True
     0     85 4.951840e+06  1.549940e-03   True
     0     86 4.623698e+06  1.859365e-05   True
     0     87 3.923736e+06  1.674398e-05   True
     0     88 3.445824e+06  2.321305e-03   True
     0     89 3.679692e+06  1.143591e-03   True
     0     90 3.231915e+06  2.040407e-06   True
     0     91 3.832271e+06  4.330930e-03   True
     0     92 2.502288e+06  7.871394e-02  False
     0     93 1.902140e+06  7.877991e-02  False
     0     94 2.585118e+06  1.753459e-03   True
     0     95 2.623341e+06  7.721600e-02  False
     0     96 2.403165e+06  4.089940e-04   True
     0     97 2.373880e+06  4.293461e-02   True
     0     98 1.860228e+06  6.180911e-02  False
     0     99 2.594664e+06  1.477759e-03   True
     0    100 2.217568e+06  1.225654e-02   True
     0    101 2.101780e+06  2.757893e-02   True
     0    102 1.724946e+06  1.032193e-02   True
     0    103 2.004544e+06  6.459336e-03   True
     0    104 1.156256e+06  4.382677e-01  False
     0    105 1.438468e+06  9.946680e-04   True
     0    106 2.074830e+06  1.285447e-05   True
     0    107 1.840727e+06  1.250853e-02   True
     0    108 1.998826e+06  2.124467e-03   True
     0    109 2.161370e+06  5.037435e-05   True
     0    110 1.863838e+06  1.002526e-04   True
     0    111 1.589844e+06  6.478294e-04   True
     0    112 1.316430e+06  1.687830e-02   True
     0    113 1.565516e+06  4.215421e-01  False
     0    114 7.634215e+05  3.594670e-01  False
     0    115 1.581116e+06  8.095530e-04   True
     0    116 1.096260e+06  9.433966e-02  False
     0    117 8.288220e+05  3.588933e-02   True
     0    118 1.139609e+06  2.794968e-01  False
     0    119 1.453266e+06  1.419191e-02   True
     0    120 4.349780e+05  1.833651e-01  False
     0    121 1.099327e+06  8.969679e-02  False
     0    122 1.479848e+06  8.317534e-03   True
     0    123 8.356325e+05  3.036750e-01  False
     0    124 7.344320e+05  7.005369e-02  False
     0    125 6.350805e+05  3.170613e-03   True
     0    126 3.962080e+05  4.044300e-01  False
     0    127 7.428055e+05  1.003878e-02   True
     0    128 3.872120e+05  1.183726e-01  False
     0    129 7.553455e+05  7.415710e-01  False
     0    130 4.916765e+05  2.114197e-01  False
     0    131 6.049670e+05  9.500599e-03   True
     0    132 8.274340e+05  6.247012e-03   True
     0    133 6.433075e+05  1.251174e-01  False
     0    134 4.791160e+05  2.710353e-01  False
     0    135 6.780145e+05  8.865677e-01  False
     0    136 6.432200e+05  1.253429e-01  False
     0    137 3.594800e+05  7.164789e-01  False
     0    138 4.843085e+05  4.970454e-02   True
     0    139 4.292105e+05  6.109521e-01  False
     0    140 4.171395e+05  2.704989e-01  False
     0    141 2.592030e+05  8.976778e-02  False
     0    142 4.911280e+05  2.138071e-01  False
     0    143 4.061875e+05  8.137261e-01  False
     0    144 3.018370e+05  2.032659e-01  False
     0    145 2.632985e+05  5.044132e-01  False
     0    146 4.843905e+05  4.958247e-02   True
     0    147 2.336475e+05  5.527500e-01  False
     0    148 3.567655e+05  2.566603e-01  False
     0    149 5.075640e+05  2.379319e-02   True
     0    150 5.023360e+05  9.529980e-01  False
     1      2 2.439164e+10  1.797218e-54   True
     1      3 1.844655e+10 2.113871e-257   True
     1      4 1.446089e+10  0.000000e+00   True
     1      5 1.184847e+10  0.000000e+00   True
     1      6 9.800703e+09  0.000000e+00   True
     1      7 8.281922e+09  0.000000e+00   True
     1      8 7.048181e+09  0.000000e+00   True
     1      9 6.111161e+09  0.000000e+00   True
     1     10 5.251739e+09  0.000000e+00   True
     1     11 4.585272e+09  0.000000e+00   True
     1     12 3.959687e+09  0.000000e+00   True
     1     13 3.437949e+09  0.000000e+00   True
     1     14 2.987905e+09  0.000000e+00   True
     1     15 2.662714e+09  0.000000e+00   True
     1     16 2.335924e+09  0.000000e+00   True
     1     17 2.088671e+09  0.000000e+00   True
     1     18 1.846481e+09  0.000000e+00   True
     1     19 1.628108e+09  0.000000e+00   True
     1     20 1.474314e+09  0.000000e+00   True
     1     21 1.297030e+09  0.000000e+00   True
     1     22 1.202803e+09  0.000000e+00   True
     1     23 1.066121e+09  0.000000e+00   True
     1     24 9.385783e+08 8.702313e-266   True
     1     25 8.626517e+08 3.209341e-268   True
     1     26 7.668697e+08 7.208824e-233   True
     1     27 7.096527e+08 7.191665e-255   True
     1     28 6.180975e+08 9.096381e-193   True
     1     29 5.506361e+08 1.495001e-196   True
     1     30 5.196418e+08 7.137168e-173   True
     1     31 4.591736e+08 5.210768e-148   True
     1     32 4.255222e+08 6.091705e-164   True
     1     33 3.928015e+08 3.823940e-155   True
     1     34 3.523344e+08 3.653694e-138   True
     1     35 3.150296e+08 2.704761e-128   True
     1     36 2.958197e+08 1.988274e-118   True
     1     37 2.711708e+08 7.086812e-103   True
     1     38 2.430035e+08  7.324338e-95   True
     1     39 2.318616e+08  1.324733e-88   True
     1     40 2.081869e+08  1.706169e-91   True
     1     41 1.822262e+08  1.164848e-69   True
     1     42 1.753338e+08  3.311566e-70   True
     1     43 1.587803e+08  3.141792e-65   True
     1     44 1.439320e+08  1.510145e-68   True
     1     45 1.253179e+08  3.279122e-46   True
     1     46 1.280091e+08  4.069406e-62   True
     1     47 1.189471e+08  1.392769e-54   True
     1     48 9.884533e+07  2.777565e-38   True
     1     49 9.908235e+07  1.613806e-39   True
     1     50 8.972632e+07  3.888794e-44   True
     1     51 8.436686e+07  6.222736e-42   True
     1     52 7.774614e+07  2.040569e-29   True
     1     53 6.844353e+07  1.777330e-35   True
     1     54 6.379604e+07  2.085188e-31   True
     1     55 5.851773e+07  3.197973e-24   True
     1     56 5.305969e+07  2.443038e-30   True
     1     57 4.797951e+07  1.627798e-16   True
     1     58 5.175094e+07  2.601163e-27   True
     1     59 4.192145e+07  1.598103e-16   True
     1     60 4.195577e+07  6.400641e-21   True
     1     61 3.427974e+07  5.122600e-10   True
     1     62 3.733339e+07  1.792357e-17   True
     1     63 3.372961e+07  1.331913e-16   True
     1     64 3.223297e+07  6.875751e-15   True
     1     65 2.949129e+07  6.705611e-13   True
     1     66 2.745222e+07  3.049450e-10   True
     1     67 2.729733e+07  3.154754e-15   True
     1     68 2.586304e+07  1.154000e-10   True
     1     69 2.335064e+07  6.440090e-10   True
     1     70 2.484289e+07  2.073930e-16   True
     1     71 1.957999e+07  5.346975e-08   True
     1     72 1.988241e+07  1.217622e-08   True
     1     73 1.562004e+07  3.192803e-06   True
     1     74 1.877360e+07  5.584650e-15   True
     1     75 1.632222e+07  8.219955e-12   True
     1     76 1.460371e+07  6.176730e-08   True
     1     77 1.271706e+07  4.547175e-06   True
     1     78 1.045021e+07  3.306721e-04   True
     1     79 1.324639e+07  3.517795e-07   True
     1     80 1.093519e+07  4.759250e-05   True
     1     81 1.044203e+07  3.120486e-03   True
     1     82 1.082611e+07  1.786415e-05   True
     1     83 8.689376e+06  2.108865e-04   True
     1     84 1.020916e+07  8.330870e-08   True
     1     85 9.221544e+06  6.733623e-04   True
     1     86 8.609370e+06  6.335235e-06   True
     1     87 7.312320e+06  5.704549e-06   True
     1     88 6.418238e+06  1.163593e-03   True
     1     89 6.853338e+06  5.383943e-04   True
     1     90 6.013754e+06  7.713243e-07   True
     1     91 7.137172e+06  2.203133e-03   True
     1     92 4.661123e+06  5.422611e-02  False
     1     93 3.538294e+06  5.885128e-02  False
     1     94 4.814053e+06  9.508115e-04   True
     1     95 4.889101e+06  5.186045e-02  False
     1     96 4.474414e+06  2.114457e-04   True
     1     97 4.421561e+06  2.866685e-02   True
     1     98 3.463798e+06  4.445951e-02   True
     1     99 4.838716e+06  7.385375e-04   True
     1    100 4.134047e+06  7.410103e-03   True
     1    101 3.918413e+06  1.775793e-02   True
     1    102 3.213202e+06  6.693838e-03   True
     1    103 3.736252e+06  3.868701e-03   True
     1    104 2.154797e+06  3.737995e-01  False
     1    105 2.681168e+06  5.818785e-04   True
     1    106 3.862531e+06  5.970922e-06   True
     1    107 3.432462e+06  7.813452e-03   True
     1    108 3.723636e+06  1.222581e-03   True
     1    109 4.023562e+06  2.455136e-05   True
     1    110 3.465812e+06  5.569630e-05   True
     1    111 2.961628e+06  3.717284e-04   True
     1    112 2.447443e+06  1.243706e-02   True
     1    113 2.915598e+06  3.525501e-01  False
     1    114 1.420138e+06  3.179778e-01  False
     1    115 2.944571e+06  4.753552e-04   True
     1    116 2.044460e+06  7.228975e-02  False
     1    117 1.545390e+06  2.710891e-02   True
     1    118 2.121920e+06  2.341655e-01  False
     1    119 2.703730e+06  1.002561e-02   True
     1    120 8.117375e+05  1.571532e-01  False
     1    121 2.051300e+06  6.777759e-02  False
     1    122 2.755186e+06  5.582285e-03   True
     1    123 1.554045e+06  2.656736e-01  False
     1    124 1.366982e+06  5.711709e-02  False
     1    125 1.182056e+06  2.330198e-03   True
     1    126 7.362555e+05  3.741928e-01  False
     1    127 1.381175e+06  7.734892e-03   True
     1    128 7.225655e+05  1.002710e-01  False
     1    129 1.402802e+06  6.913716e-01  False
     1    130 9.165210e+05  1.831159e-01  False
     1    131 1.127194e+06  7.133068e-03   True
     1    132 1.539865e+06  4.572453e-03   True
     1    133 1.196442e+06  1.069146e-01  False
     1    134 8.930485e+05  2.380923e-01  False
     1    135 1.262854e+06  8.231301e-01  False
     1    136 1.197806e+06  1.052379e-01  False
     1    137 6.667750e+05  6.859114e-01  False
